word,weight
ad,0.3464790731004235
people,0.3464790731004235
product,0.2044794529772991
build,0.19879946817237412
video,0.19311948336744916
creator,0.17039954414774924
want,0.16471955934282428
good,0.14199962012312436
experience,0.14199962012312436
new,0.1363196353181994
platform,0.13063965051327442
term,0.13063965051327442
investment,0.1135996960984995
service,0.1135996960984995
metaverse,0.1135996960984995
commerce,0.10791971129357453
way,0.10791971129357453
talk,0.10223972648864955
make,0.10223972648864955
area,0.10223972648864955
able,0.10223972648864955
content,0.10223972648864955
start,0.09655974168372458
drive,0.0908797568787996
app,0.0908797568787996
create,0.0908797568787996
ai,0.08519977207387462
messaging,0.08519977207387462
tool,0.08519977207387462
reach,0.08519977207387462
mean,0.07951978726894965
need,0.07951978726894965
sure,0.07383980246402468
future,0.07383980246402468
advertising,0.0681598176590997
use,0.0681598176590997
advertiser,0.0681598176590997
certainly,0.06247983285417472
time,0.06247983285417472
community,0.06247983285417472
consumer,0.06247983285417472
system,0.06247983285417472
impact,0.06247983285417472
digital,0.06247983285417472
meaningful,0.06247983285417472
large,0.06247983285417472
different,0.06247983285417472
develop,0.06247983285417472
rate,0.06247983285417472
engagement,0.05679984804924975
basis,0.05679984804924975
progress,0.05679984804924975
price,0.05679984804924975
instagram,0.05679984804924975
invest,0.05679984804924975
change,0.05679984804924975
relate,0.05111986324432478
social,0.05111986324432478
live,0.05111986324432478
total,0.05111986324432478
pandemic,0.05111986324432478
brand,0.05111986324432478
specific,0.05111986324432478
payment,0.05111986324432478
effort,0.0454398784393998
france_operatorour,0.0454398784393998
shop,0.0454398784393998
factor,0.0454398784393998
online,0.0454398784393998
right,0.039759893634474824
internet,0.039759893634474824
spend,0.039759893634474824
share,0.039759893634474824
personalized,0.039759893634474824
pay,0.039759893634474824
covid,0.039759893634474824
reel,0.039759893634474824
reality,0.039759893634474824
effective,0.039759893634474824
market,0.03407990882954985
technology,0.03407990882954985
know,0.03407990882954985
hard,0.03407990882954985
lap,0.03407990882954985
dr,0.03407990882954985
discovery,0.03407990882954985
turn,0.03407990882954985
pretty,0.03407990882954985
available,0.03407990882954985
place,0.03407990882954985
expectation,0.03407990882954985
try,0.03407990882954985
virtual,0.03407990882954985
vision,0.03407990882954985
call,0.03407990882954985
view,0.03407990882954985
living,0.03407990882954985
release,0.03407990882954985
outlook,0.03407990882954985
deliver,0.03407990882954985
